week,rank,player,percent,points_won,potential_points,nbr_of_wins,nbr_of_top_10s
20,54,Tom Kim,1.15%,6,500,0,0
20,54,Andrew Novak,1.15%,6,500,0,0
20,54,Seamus Power,1.15%,6,500,0,0
20,60,Nick Dunlap,0.90%,5,500,0,0
20,60,Mark Hubbard,0.90%,5,500,0,0
20,60,Matt McCarty,0.90%,5,500,0,0
20,60,Taylor Moore,0.90%,5,500,0,0
20,60,Patrick Rodgers,0.90%,5,500,0,0
20,60,Sahith Theegala,0.90%,5,500,0,0
20,66,Ryo Hisatsune,0.76%,4,500,0,0
20,67,Austin Eckroat,0.68%,3,500,0,0
20,67,Thorbjørn Olesen,0.68%,3,500,0,0
20,67,Jackson Suber,0.68%,3,500,0,0
20,70,Erik van Rooyen,0.60%,3,500,0,0
20,71,Lucas Glover,0.56%,3,500,0,0
20,71,Tom Hoge,0.56%,3,500,0,0
20,71,Davis Riley,0.56%,3,500,0,0
20,74,Kevin Roy,0.51%,3,500,0,0
20,74,Adam Schenk,0.51%,3,500,0,0
21,1,J.T. Poston,100.00%,700,700,1,1
21,2,Ryan Gerard,57.14%,400,700,0,1
21,3,Wyndham Clark,50.00%,350,700,0,1
21,4,Sam Burns,44.64%,313,700,0,1
21,4,Tommy Fleetwood,44.64%,313,700,0,1
21,6,Alex Fitzpatrick,35.71%,250,700,0,1
21,6,Kristoffer Reitan,35.71%,250,700,0,1
21,8,Eric Cole,28.57%,200,700,0,1
21,9,Alex Noren,25.00%,175,700,0,1
21,10,Si Woo Kim,20.00%,140,700,0,1
21,10,Maverick McNealy,20.00%,140,700,0,1
21,12,Rory McIlroy,14.29%,100,700,0,0
21,12,Justin Rose,14.29%,100,700,0,0
21,12,Scottie Scheffler,14.29%,100,700,0,0
21,12,Adam Scott,14.29%,100,700,0,0
21,12,J.J. Spaun,14.29%,100,700,0,0
21,17,Patrick Cantlay,9.64%,68,700,0,0
21,17,Harris English,9.64%,68,700,0,0
21,19,Keegan Bradley,7.86%,55,700,0,0
21,19,Aaron Rai,7.86%,55,700,0,0
21,19,Justin Thomas,7.86%,55,700,0,0
21,22,Bud Cauley,6.29%,44,700,0,0
21,22,Russell Henley,6.29%,44,700,0,0
21,22,Kurt Kitayama,6.29%,44,700,0,0
21,22,Matt Kuchar,6.29%,44,700,0,0
21,22,Shane Lowry,6.29%,44,700,0,0
21,27,Ryan Fox,5.29%,37,700,0,0
21,27,Chris Gotterup,5.29%,37,700,0,0
21,29,Tony Finau,4.64%,33,700,0,0
21,29,Harry Hall,4.64%,33,700,0,0
21,29,Xander Schauffele,4.64%,33,700,0,0
21,32,Sungjae Im,4.11%,29,700,0,0
21,32,Sahith Theegala,4.11%,29,700,0,0
21,34,Jacob Bridgeman,3.68%,26,700,0,0
21,34,Denny McCarthy,3.68%,26,700,0,0
21,36,Matt Fitzpatrick,3.29%,23,700,0,0
21,36,Brandt Snedeker,3.29%,23,700,0,0
21,36,Gary Woodland,3.29%,23,700,0,0
21,39,Ludvig Åberg,3.00%,21,700,0,0
21,40,Nico Echavarria,2.79%,20,700,0,0
21,40,Sepp Straka,2.79%,20,700,0,0
21,40,Sudarshan Yellamaraju,2.79%,20,700,0,0
21,43,Hideki Matsuyama,2.46%,17,700,0,0
21,43,Taylor Pendrith,2.46%,17,700,0,0
21,43,Nick Taylor,2.46%,17,700,0,0
21,46,Lucas Glover,2.14%,15,700,0,0
21,46,Mac Meissner,2.14%,15,700,0,0
21,46,Cameron Young,2.14%,15,700,0,0
21,49,Michael Kim,1.89%,13,700,0,0
21,49,Patrick Rodgers,1.89%,13,700,0,0
21,51,Tom Hoge,1.79%,13,700,0,0
21,52,Ryo Hisatsune,1.71%,12,700,0,0
21,53,Corey Conners,1.64%,12,700,0,0
22,1,Bud Cauley,100.00%,500,500,1,1
22,2,Matt Fitzpatrick,60.00%,300,500,0,1
22,3,Viktor Hovland,38.00%,190,500,0,1
22,4,Brice Garnett,21.75%,109,500,0,1
22,4,Jimmy Stanger,21.75%,109,500,0,1
22,4,Jackson Suber,21.75%,109,500,0,1
22,4,Jesper Svensson,21.75%,109,500,0,1
22,8,Ryan Fox,16.00%,80,500,0,1
22,8,Aldrich Potgieter,16.00%,80,500,0,1
22,8,Sudarshan Yellamaraju,16.00%,80,500,0,1
22,11,Jacob Bridgeman,12.60%,63,500,0,0
22,11,Wyndham Clark,12.60%,63,500,0,0
22,11,Tommy Fleetwood,12.60%,63,500,0,0
22,14,Doug Ghim,10.20%,51,500,0,0
22,14,Billy Horschel,10.20%,51,500,0,0
22,14,Tom Kim,10.20%,51,500,0,0
22,14,Robert MacIntyre,10.20%,51,500,0,0
22,14,Chandler Phillips,10.20%,51,500,0,0
22,19,Sam Burns,7.51%,38,500,0,0
22,19,Alex Fitzpatrick,7.51%,38,500,0,0
22,19,Emiliano Grillo,7.51%,38,500,0,0
22,19,Max Homa,7.51%,38,500,0,0
22,19,William Mouw,7.51%,38,500,0,0
22,19,Keita Nakajima,7.51%,38,500,0,0
22,19,Matthieu Pavon,7.51%,38,500,0,0
22,19,David Skinns,7.51%,38,500,0,0
22,19,Erik van Rooyen,7.51%,38,500,0,0
22,28,A.J. Ewart,4.65%,23,500,0,0
22,28,Patrick Fishburn,4.65%,23,500,0,0
22,28,Takumi Kanaya,4.65%,23,500,0,0
22,28,Ben Kohles,4.65%,23,500,0,0
22,28,Shane Lowry,4.65%,23,500,0,0
22,28,Keith Mitchell,4.65%,23,500,0,0
22,28,Collin Morikawa,4.65%,23,500,0,0
22,28,Taylor Pendrith,4.65%,23,500,0,0
22,28,Kevin Yu,4.65%,23,500,0,0
22,37,Rasmus Neergaard-Petersen,3.40%,17,500,0,0
22,38,Tony Finau,2.80%,14,500,0,0
22,38,Adam Hadwin,2.80%,14,500,0,0
22,38,Harry Hall,2.80%,14,500,0,0
22,38,Taylor Moore,2.80%,14,500,0,0
22,38,Alejandro Tosti,2.80%,14,500,0,0
22,43,Ricky Castillo,1.95%,10,500,0,0
22,43,Beau Hossler,1.95%,10,500,0,0
22,43,Sam Ryder,1.95%,10,500,0,0
22,43,Sahith Theegala,1.95%,10,500,0,0
22,43,Davis Thompson,1.95%,10,500,0,0
22,43,Dylan Wu,1.95%,10,500,0,0
22,49,Johnny Keefer,1.50%,8,500,0,0
22,49,Max McGreevy,1.50%,8,500,0,0
22,49,Neal Shipley,1.50%,8,500,0,0
22,52,Christiaan Bezuidenhout,1.17%,6,500,0,0
22,52,Luke Clanton,1.17%,6,500,0,0
22,52,Ben James,1.17%,6,500,0,0
22,52,Ben Silverman,1.17%,6,500,0,0
22,52,Michael Thorbjornsen,1.17%,6,500,0,0
22,57,Lanto Griffin,0.92%,5,500,0,0
22,57,Haotong Li,0.92%,5,500,0,0
22,57,Denny McCarthy,0.92%,5,500,0,0
22,57,Kristoffer Reitan,0.92%,5,500,0,0
22,57,Adam Svensson,0.92%,5,500,0,0
22,62,Nick Taylor,0.78%,4,500,0,0
22,62,Vince Whaley,0.78%,4,500,0,0
22,64,Chandler Blanchet,0.68%,3,500,0,0
22,64,Paul Peterson,0.68%,3,500,0,0
22,66,Joe Highsmith,0.60%,3,500,0,0
22,67,Kensei Hirata,0.57%,3,500,0,0
22,67,Kevin Roy,0.57%,3,500,0,0
22,69,Austin Eckroat,0.54%,3,500,0,0
22,70,Jeremy Paul,0.52%,3,500,0,0
