Player,Team,Pos,Injury,Status,Est. Return
DeMarvin Leal,PIT,DE,Concussion,Out,10/22/2023
Cre'von LeBlanc,FA,CB,Undisclosed,Questionable,10/8/2023
Jonathan Ledbetter,ARI,DE,Finger,Out,10/15/2023
Darron Lee,FA,LB,Undisclosed,Questionable,10/8/2023
Shane Lemieux,NYG,OG,Groin,Out,10/15/2023
Matt Leo,PHI,DE,Undisclosed,Reserve-Ret,2/12/2024
Titus Leo,IND,DE,Undisclosed,IR,2/12/2024
Deane Leonard,LAC,CB,Hamstring,Questionable,10/16/2023
Shaquille Leonard,IND,LB,Groin,Out,10/15/2023
Jason Lewan,FA,DE,Back,Questionable,10/8/2023
Taylor Lewan,FA,OT,Knee - ACL,Questionable,10/8/2023
Damien Lewis,SEA,OG,Ankle,Questionable,10/15/2023
Donnie Lewis,FA,CB,Undisclosed,Questionable,10/8/2023
Tommylee Lewis,FA,WR,Hip,Questionable,10/8/2023
Corey Linsley,LAC,C,Illness,NFI-R,11/6/2023
Greg Little,FA,OT,Back,Questionable,10/8/2023
Devin Lloyd,JAX,LB,Thumb,Out,10/15/2023
P.J. Locke,DEN,S,Lower Leg,IR-R,10/8/2023
David Long,LV,CB,Ankle,Questionable,10/9/2023
Greg Long,FA,OT,Undisclosed,Questionable,10/8/2023
Hunter Long,LAR,TE,Thigh,IR,10/8/2023
Bryce Love,FA,RB,Knee,Questionable,10/8/2023
John Lovett,FA,FB,Undisclosed,Questionable,10/8/2023
Abraham Lucas,SEA,OT,Knee,IR,10/22/2023
Darrell Luter,SF,CB,Knee,PUP-R,10/8/2023
Blake Lynch,FA,LB,Undisclosed,Questionable,10/8/2023
James Lynch,MIN,DT,Knee - ACL,IR,2/12/2024
Alize Mack,FA,TE,Undisclosed,Questionable,10/8/2023
Ledarius Mack,FA,LB,Undisclosed,Questionable,10/8/2023
Marlon Mack,ARI,RB,Achilles,IR,2/12/2024
Avonte Maddox,PHI,CB,Pectoral,IR,10/22/2023
Cole Madison,FA,OG,Knee - ACL,Questionable,10/8/2023
Cassius Marsh,FA,LB,Knee,Questionable,10/8/2023
Kamal Martin,FA,LB,Undisclosed,Questionable,10/8/2023
Koda Martin,FA,OG,Undisclosed,Questionable,10/8/2023
Marcus Martin,FA,C,Undisclosed,Questionable,10/8/2023
Wes Martin,FA,OG,Concussion,Questionable,10/8/2023
Phidarian Mathis,WAS,DT,Calf,IR,10/15/2023
Jesse Matthews,HOU,WR,Knee - ACL,IR,2/12/2024
Devonnsha Maxwell,CIN,DT,Knee,IR,2/12/2024
Marcus Maye,NO,S,Suspension,Reserve-Sus,10/15/2023
Mac McCain,FA,CB,Undisclosed,Questionable,10/8/2023
Marquan McCall,FA,DT,Knee,Questionable,10/8/2023
Tucker McCann,FA,K,Undisclosed,Questionable,10/8/2023
Conor McDermott,FA,OT,Undisclosed,Questionable,10/8/2023
Codey McElroy,FA,TE,Foot,Questionable,10/8/2023
Micah McFadden,NYG,LB,Ankle,Questionable,10/8/2023
Anthony McFarland,PIT,RB,Knee,IR,10/22/2023
Kyric McGowan,FA,WR,Undisclosed,Questionable,10/8/2023
Kenny McIntosh,SEA,RB,Knee,IR,10/15/2023
Anthony McKinney,FA,OT,Undisclosed,Questionable,10/8/2023
J.D. McKissic,FA,RB,Neck,Questionable,10/8/2023
Sherrick McManis,FA,S,Hamstring,Questionable,10/8/2023
Kyler McMichael,ARI,CB,Undisclosed,IR,2/12/2024
Raekwon McMillan,NE,LB,Achilles,IR,2/12/2024
Zech McPhearson,PHI,CB,Achilles,IR,2/12/2024
Tony McRae,FA,CB,Knee,Questionable,10/8/2023
Montrel Meander,FA,LB,Achilles,Questionable,10/8/2023
Steven Means,FA,LB,Achilles,Questionable,10/8/2023
Obi Melifonwu,FA,S,Undisclosed,Questionable,10/8/2023
Nicolas Melsop,FA,OG,Undisclosed,Questionable,10/8/2023
Forrest Merrill,FA,DT,Undisclosed,Questionable,10/8/2023
John Metchie,HOU,WR,Illness,Questionable,10/8/2023
Sony Michel,LAR,RB,Undisclosed,Reserve-Ret,2/12/2024
Ventrell Miller,JAX,LB,Achilles,IR,2/12/2024
Von Miller,BUF,DE,Knee - ACL,PUP-R,10/8/2023
Dax Milne,WAS,WR,Groin,IR,10/15/2023
Elijah Mitchell,SF,RB,Knee,Out,10/15/2023
James Mitchell,DET,TE,Hamstring,Doubtful,10/8/2023
Keaton Mitchell,BAL,RB,Shoulder,IR-R,10/8/2023
Osirus Mitchell,FA,WR,Quadriceps,Questionable,10/8/2023
Taquan Mizzell,FA,WR,Undisclosed,Questionable,10/8/2023
Jovante Moffatt,FA,S,Undisclosed,Questionable,10/8/2023
Donte Moncrief,FA,WR,Undisclosed,Questionable,10/8/2023
Henry Mondeaux,FA,DE,Undisclosed,Questionable,10/8/2023
Bryan Mone,SEA,DT,Knee - ACL,PUP-R,10/15/2023
C.J. Moore,FA,S,Suspension,Reserve-Sus,2/12/2024
Dan Moore,PIT,OT,Knee,Out,10/22/2023
J'Mon Moore,FA,WR,Undisclosed,Questionable,10/8/2023
Jalin Moore,FA,RB,Ankle,Reserve-Ret,10/8/2023
Jaylon Moore,JAX,WR,Undisclosed,IR,2/12/2024
Nick Moore,BAL,C,Achilles,NFI-R,2/12/2024
Jimmy Moreland,FA,CB,Hand,Questionable,10/8/2023
Mike Morris,SEA,DE,Shoulder,IR,2/12/2024
Wanya Morris,KC,OT,Hip,Questionable,10/8/2023
Emmanuel Moseley,DET,CB,Knee - ACL,Questionable,10/8/2023
Morgan Moses,BAL,OT,Shoulder,Doubtful,10/8/2023
Jordan Mosley,FA,S,Undisclosed,Questionable,10/8/2023
T.D. Moultry,FA,LB,Undisclosed,Questionable,10/8/2023
Trayvon Mullen,BAL,CB,Toe,NFI-R,10/22/2023
Nick Mullens,MIN,QB,Back,Questionable,10/8/2023
Kyle Murphy,FA,OG,Ankle,Questionable,10/8/2023
Chris Murray,FA,C,Undisclosed,Questionable,10/15/2023
Kyler Murray,ARI,QB,Knee - ACL,PUP-R,10/8/2023
Luke Musgrave,GB,TE,Concussion,Questionable,10/9/2023
Chris Myarick,NYG,FB,Hand,IR,2/12/2024
Jalen Nailor,MIN,WR,Hamstring,IR,10/23/2023
Ryan Nall,FA,FB,Shoulder,Questionable,10/8/2023
Hamsah Nasirildeen,NYJ,LB,Neck,IR,2/12/2024
Isaac Nauta,FA,TE,Undisclosed,Questionable,10/8/2023
Haggai Ndubuisi,FA,OT,Finger,Out,10/28/2023
Ryan Neal,TB,S,Concussion,Questionable,10/15/2023
Sharrod Neasman,FA,S,Undisclosed,Questionable,10/8/2023
Nik Needham,MIA,CB,Achilles,PUP-R,10/15/2023
Matt Nelson,DET,OT,Ankle,IR,10/30/2023
Nick Nelson,FA,CB,Undisclosed,Questionable,10/8/2023
Lew Nichols,FA,RB,Shoulder,Questionable,10/8/2023
Hardy Nickerson,FA,LB,Concussion,Questionable,10/8/2023
Tre Nixon,NE,WR,Shoulder,IR,2/12/2024
Elijah Nkansah,FA,OT,Undisclosed,Questionable,10/8/2023
Desmond Noel,FA,OG,Undisclosed,Questionable,10/8/2023
Quinn Nordin,FA,K,Undisclosed,Questionable,10/8/2023
Jared Norris,FA,LB,Shoulder,Questionable,10/8/2023
Andrew Norwell,FA,OG,Hip,Questionable,10/8/2023
Joe Noteboom,LAR,OG,Groin,Out,10/15/2023
Kene Nwangwu,MIN,RB,Back,IR,10/8/2023
Nick O'Leary,FA,TE,Chest,Questionable,10/8/2023
Leon O'Neal,FA,S,Undisclosed,Questionable,10/8/2023
Efe Obada,WAS,DE,Knee,IR,10/15/2023
Ifeadi Odenigbo,NYJ,DE,Undisclosed,IR,2/12/2024
Chris Odom,FA,DE,Knee - ACL,Questionable,10/8/2023
Otito Ogbonnia,LAC,DT,Kneecap,PUP-R,10/16/2023
Adetokunbo Ogundeji,ATL,LB,Foot,IR,2/12/2024
David Ojabo,BAL,LB,Ankle,IR,10/29/2023
Julian Okwara,DET,DE,Shoulder,IR-R,10/8/2023
Sewo Olonilua,FA,FB,Neck,Questionable,10/8/2023
Charles Omenihu,KC,DE,Suspension,Reserve-Sus,10/22/2023
Joshua Onujiogu,SEA,LB,Elbow,IR,2/12/2024
Amani Oruwariye,FA,CB,Neck,Questionable,10/8/2023
Joe Ostman,FA,DE,Undisclosed,Questionable,10/8/2023
DeMarvion Overshown,DAL,LB,Knee - ACL,IR,2/12/2024
Odafe Oweh,BAL,LB,Ankle,Out,10/15/2023
Tanner Owen,FA,OT,Illness,Questionable,10/8/2023
Alex Palczewski,DEN,OT,Hand,IR,10/8/2023
Andrew Parchment,FA,WR,Undisclosed,Questionable,10/8/2023
Donald Parham,LAC,TE,Wrist,Questionable,10/16/2023
AJ Parker,FA,CB,Hamstring,Questionable,10/8/2023
Brandon Parker,FA,OT,Undisclosed,Questionable,10/8/2023
Josh Paschal,DET,DE,Knee,IR,10/15/2023
Lucas Patrick,CHI,C,Head,Questionable,10/15/2023
Tim Patrick,DEN,WR,Achilles,IR,2/12/2024
Chris Paul,WAS,OG,Coach's Decision,Inactive,10/15/2023
Kwity Paye,IND,DE,Concussion,Out,10/15/2023
Andrus Peat,NO,OG,Concussion,Questionable,10/8/2023
John Penisini,FA,DT,Undisclosed,Questionable,10/8/2023
Jordan Perryman,FA,CB,Undisclosed,Questionable,10/8/2023
Tautala Pesefea,FA,DT,Undisclosed,Questionable,10/8/2023
Nicholas Petit-Frere,TEN,OT,Coach's Decision,Out,10/15/2023
Dante Pettis,FA,WR,Undisclosed,Questionable,10/8/2023
La'Michael Pettway,FA,TE,Undisclosed,Questionable,10/8/2023
Kyle Philips,TEN,WR,Knee - MCL,IR-R,10/8/2023
Jacob Phillips,CLE,LB,Pectoral,IR,2/12/2024
Jaelan Phillips,MIA,LB,Oblique,Questionable,10/8/2023
Kevin Pierre-Louis,FA,LB,Groin,Questionable,10/8/2023
Ross Pierschbacher,FA,C,Undisclosed,Questionable,2/12/2024
Jared Pinkney,FA,TE,Undisclosed,Questionable,10/8/2023
Danny Pinter,IND,C,Ankle,IR,2/12/2024
Derrek Pitts,TB,CB,Hamstring,Questionable,10/15/2023
Ethan Pocic,CLE,C,Knee,Questionable,10/8/2023
Quentin Poling,FA,LB,Undisclosed,Questionable,10/8/2023
Elijah Ponder,FA,LB,Undisclosed,Questionable,10/8/2023
Troymaine Pope,FA,RB,Undisclosed,Questionable,10/8/2023
Monte Pottebaum,FA,FB,Undisclosed,Reserve-Ret,2/12/2024
Austin Proehl,FA,WR,Undisclosed,Questionable,10/8/2023
Mike Purcell,DEN,DT,Ribs,Questionable,10/8/2023
Scott Quessenberry,HOU,C,Knee - ACL + MCL,IR,2/12/2024
Brent Qvale,FA,OT,Undisclosed,Questionable,10/8/2023
Trey Ragas,FA,RB,Undisclosed,Questionable,10/8/2023
Reggie Ragland,FA,LB,Shoulder,Questionable,10/8/2023
Bernhard Raimann,IND,OT,Concussion,Out,10/15/2023
Charleston Rambo,FA,WR,Undisclosed,Questionable,10/8/2023
Jalen Ramsey,MIA,CB,Knee - Meniscus,IR,12/3/2023
Shane Ray,FA,DE,Hamstring,Questionable,10/8/2023
Jeremy Reaves,WAS,S,Knee,Questionable,10/15/2023
Alex Redmond,FA,OG,Undisclosed,Questionable,10/8/2023
Jalen Redmond,FA,DT,Undisclosed,Questionable,10/8/2023
Chris Reed,MIN,OG,Lower Leg,NFI-R,10/8/2023
D.J. Reed,NYJ,CB,Concussion,Out,10/15/2023
Jarran Reed,SEA,DE,Shin,Questionable,10/15/2023
Joe Reed,CHI,WR,Undisclosed,IR,2/12/2024
Riley Reiff,NE,OT,Knee,IR-R,10/8/2023
Nikko Remigio,KC,WR,Wrist,IR,2/12/2024
Sam Renner,FA,DT,Undisclosed,Questionable,10/8/2023
Sammis Reyes,JAX,TE,Concussion,Reserve-Ret,2/12/2024
Josh Reynolds,DET,WR,Groin,Questionable,10/8/2023
Ross Reynolds,FA,OG,Undisclosed,Questionable,10/8/2023
Hassan Ridgeway,HOU,DT,Calf,IR,10/15/2023
Curtis Riley,FA,S,Achilles,Questionable,10/8/2023
Chauncey Rivers,FA,LB,Knee - ACL,Questionable,10/8/2023
Tre Roberson,FA,CB,Concussion,Questionable,10/8/2023
Aaron Robinson,NYG,CB,Knee - ACL + MCL,PUP-R,10/8/2023
Rashard Robinson,FA,CB,Undisclosed,Questionable,10/8/2023
Reggie Robinson,FA,CB,Undisclosed,Questionable,10/8/2023
Aaron Rodgers,NYJ,QB,Achilles,IR,1/7/2024
Bryce Rodgers,FA,DT,Undisclosed,Questionable,10/8/2023
Isaiah Rodgers,PHI,CB,Suspension,Reserve-Sus,2/12/2024
Richard Rodgers,FA,TE,Knee,Questionable,10/8/2023
Chris Rodriguez,WAS,RB,Illness,Inactive,10/15/2023
Armani Rogers,WAS,TE,Achilles,IR,2/12/2024
Aldrick Rosas,FA,K,Undisclosed,Questionable,10/8/2023
Daniel Ross,FA,DT,Undisclosed,Questionable,10/8/2023
John Ross,FA,WR,Undisclosed,Reserve-Ret,2/12/2024
Bunmi Rotimi,FA,DE,Foot,Questionable,10/8/2023
Greg Rousseau,BUF,DE,Foot,Out,10/15/2023
Jon Runyan,GB,OG,Ankle,Questionable,10/9/2023
Chapelle Russell,PIT,LB,Undisclosed,IR,2/12/2024
Christian Sam,FA,LB,Undisclosed,Questionable,10/8/2023
Myjai Sanders,ARI,DE,Hand,IR,10/8/2023
DJ Scaife,HOU,OT,Leg,IR,2/12/2024
Sam Schlueter,FA,OT,Illness,Questionable,10/8/2023
John Michael Schmitz,NYG,C,Shoulder,Out,10/15/2023
Michael Schofield,FA,OG,Knee,Questionable,10/8/2023
Anthony Schwartz,FA,WR,Hamstring,Questionable,9/24/2024
Daniel Scott,IND,S,Knee - ACL,IR,2/12/2024
Josiah Scott,FA,CB,Undisclosed,Out,10/22/2023
Trent Scott,WAS,OT,Coach's Decision,Inactive,10/15/2023
Juice Scruggs,HOU,C,Hamstring,IR,10/15/2023
Ricky Seals-Jones,FA,TE,Foot,Questionable,10/8/2023
Adam Shaheen,FA,TE,Knee,Questionable,10/8/2023
Liam Shanahan,FA,C,Undisclosed,Questionable,10/8/2023
Tajae Sharpe,FA,WR,Undisclosed,Questionable,10/8/2023
Brandon Shell,BUF,OT,Undisclosed,Reserve-Ret,2/12/2024
Tyler Shelvin,FA,DT,Undisclosed,Questionable,10/8/2023
Darrius Shepherd,FA,WR,Undisclosed,Questionable,10/8/2023
A.Q. Shipley,FA,C,Neck,Questionable,10/8/2023
Justin Shorter,BUF,WR,Hamstring,IR,10/8/2023
Lachavious Simmons,FA,OG,Undisclosed,Questionable,10/8/2023
Dan Skipper,FA,OT,Hamstring,Questionable,10/8/2023
Tuzar Skipper,FA,LB,Undisclosed,Questionable,10/8/2023
Ryan Smenda,FA,LB,Undisclosed,Questionable,10/8/2023
Geno Smith,SEA,QB,Knee,Questionable,10/15/2023
Kaden Smith,WAS,TE,Undisclosed,IR,2/12/2024
Maurice Smith,FA,S,Undisclosed,Questionable,10/8/2023
Ryan Smith,FA,CB,Suspension,Reserve-Sus,12/17/2023
Saivion Smith,FA,S,Undisclosed,Questionable,10/8/2023
Dawuane Smoot,JAX,LB,Achilles,PUP-R,10/8/2023
Dylan Soehner,FA,TE,Undisclosed,Questionable,10/8/2023
Baylon Spector,BUF,LB,Hamstring,IR,10/8/2023
Diontae Spencer,FA,WR,Undisclosed,Questionable,10/8/2023
Jeremy Sprinkle,FA,TE,Achilles,Questionable,10/8/2023
DeAndre Square,FA,LB,Undisclosed,Questionable,10/8/2023
Amon-Ra St. Brown,DET,WR,Abdomen,Doubtful,10/8/2023
Equanimeous St. Brown,CHI,WR,Hamstring,Questionable,10/15/2023
Jayson Stanley,FA,CB,Knee,Questionable,10/8/2023
Ronnie Stanley,BAL,OT,Knee,Questionable,10/8/2023
John Stephens,DAL,TE,Knee - ACL,IR,2/12/2024
Caden Sterns,DEN,S,Knee,IR,2/12/2024
Marquez Stevenson,FA,WR,Undisclosed,Questionable,10/8/2023
Rhamondre Stevenson,NE,RB,Thigh,Questionable,10/8/2023
Tyarise Stevenson,FA,DT,Shoulder - AC Joint,Questionable,10/8/2023
Darius Stills,FA,DT,Undisclosed,Questionable,10/8/2023
Derek Stingley,HOU,CB,Hamstring,IR,11/5/2023
Eric Stokes,GB,CB,Foot,PUP-R,10/9/2023
Eli Stove,FA,WR,Knee - ACL,Questionable,10/8/2023
Cole Strange,NE,OG,Knee,Questionable,10/8/2023
Chris Streveler,FA,QB,Thumb,Questionable,10/8/2023
Nate Sudfeld,DET,QB,Knee - ACL,IR,2/12/2024
Stephen Sullivan,CAR,TE,Hip,IR-R,10/8/2023
Nick Sundberg,FA,C,Elbow,Questionable,10/8/2023
Keaton Sutherland,FA,OG,Abdomen,Questionable,10/8/2023
Jordan Swann,FA,CB,Undisclosed,Questionable,10/8/2023
Tommy Sweeney,NYG,TE,Undisclosed,NFI-R,10/8/2023
Donte Sylencieux,FA,WR,Undisclosed,Questionable,10/8/2023
Teair Tart,TEN,DT,Toe,Out,10/15/2023
Jonah Tavai,FA,DT,Undisclosed,Questionable,10/8/2023
Calvin Taylor,FA,DE,Undisclosed,Questionable,10/8/2023
Demetrius Taylor,FA,DT,Suspension,Reserve-Sus,2/12/2024
Jason Taylor,LAR,S,Groin,IR,10/15/2023
Leonard Taylor,JAX,TE,Undisclosed,IR,2/12/2024
Vincent Taylor,FA,DT,Achilles,Questionable,10/8/2023
Cam Taylor-Britt,CIN,CB,Concussion,Questionable,10/8/2023
Isaac Taylor-Stuart,FA,CB,Undisclosed,Out,10/22/2023
Marvell Tell,FA,CB,Undisclosed,Questionable,10/8/2023
Luke Tenuta,GB,OT,Ankle,IR,10/9/2023
Sam Tevi,FA,OT,Knee - ACL,Questionable,10/8/2023
Andrew Thomas,NYG,OT,Hamstring,Out,10/15/2023
Isaiah Thomas,FA,DE,Knee,Doubtful,10/8/2023
Mike Thomas,FA,WR,Shoulder - Labrum,Questionable,10/8/2023
Stantley Thomas-Oliver,FA,CB,Hamstring,Questionable,10/8/2023
DeAndre Thompkins,FA,WR,Undisclosed,Questionable,10/8/2023
Chris Thompson,FA,WR,Undisclosed,Questionable,10/8/2023
Josh Thompson,FA,S,Undisclosed,Questionable,10/8/2023
Shaq Thompson,CAR,LB,Lower Leg,IR,2/12/2024
Tyquan Thornton,NE,WR,Shoulder,IR,10/15/2023
Mitchell Tinsley,WAS,WR,Coach's Decision,Inactive,10/15/2023
Levine Toilolo,FA,TE,Achilles,Questionable,10/8/2023
Zach Tom,GB,OT,Knee,Questionable,10/9/2023
Shaka Toney,WAS,DE,Suspension,Reserve-Sus,2/12/2024
Rashad Torrence,FA,S,Knee,Questionable,10/8/2023
Andrew Trainer,LAC,OT,Undisclosed,IR,2/12/2024
Cory Trice,PIT,CB,Knee - ACL,IR,2/12/2024
Jacob Tuioti-Mariner,FA,LB,Knee,Questionable,10/8/2023
Marlon Tuipulotu,PHI,DT,Triceps,Out,10/15/2023
Laremy Tunsil,HOU,OT,Knee,Questionable,10/8/2023
Billy Turner,NYJ,OT,Toe,Questionable,10/8/2023
DJ Turner,FA,WR,Undisclosed,Questionable,10/8/2023
Payton Turner,NO,DE,Toe,IR,10/15/2023
Trai Turner,NO,OG,Quadriceps,IR,2/12/2024
Michael Tutsie,FA,S,Undisclosed,Questionable,10/8/2023
Olisaemeka Udoh,MIN,OT,Quadriceps,IR,2/12/2024
John Ursua,FA,WR,Knee - ACL,Questionable,10/8/2023
Eyioma Uwazurike,DEN,DT,Suspension,Reserve-Sus,2/12/2024
AJ Uzodinma,LAC,CB,Undisclosed,IR,2/12/2024
Halapoulivaati Vaitai,DET,OG,Knee,Questionable,10/8/2023
Zeke Vandenburgh,MIA,LB,Undisclosed,IR,2/12/2024
Olivier Vernon,FA,DE,Achilles,Questionable,10/8/2023
Jason Verrett,FA,CB,Achilles,Questionable,10/8/2023
Jalen Virgil,DEN,WR,Knee - Meniscus,IR,2/12/2024
Andrew Vorhees,BAL,OG,Knee - ACL,NFI-R,10/8/2023
Shaun Wade,NE,CB,Shoulder,Questionable,10/8/2023
Dalton Wagner,LV,OT,Undisclosed,IR,2/12/2024
Matt Waletzko,DAL,OT,Undisclosed,IR,10/8/2023
Michael Walker,FA,WR,Undisclosed,Questionable,10/8/2023
Tylan Wallace,BAL,WR,Hamstring,IR,10/29/2023
Austin Walter,LV,RB,Undisclosed,IR,2/12/2024
Prince Tega Wanogho,KC,OT,Quadriceps,IR,10/29/2023
Carter Warren,NYJ,OT,Shoulder,IR-R,10/8/2023
Ar'Darius Washington,BAL,CB,Chest,IR,10/22/2023
Keith Washington,FA,CB,Wrist,Questionable,10/8/2023
Parker Washington,JAX,WR,Knee,Out,10/15/2023
Carlos Watkins,ARI,DT,Biceps,IR,10/22/2023
Christian Watson,GB,WR,Hamstring,Questionable,10/9/2023
Deshaun Watson,CLE,QB,Shoulder,Questionable,10/15/2023
Armani Watts,FA,S,Ankle,Questionable,10/8/2023
Sterling Weatherford,FA,LB,Undisclosed,Questionable,10/8/2023
Stephen Weatherly,FA,DE,Knee,Questionable,10/8/2023
Marcus Webb,FA,DE,Undisclosed,Questionable,10/8/2023
Ken Webster,FA,CB,Undisclosed,Questionable,10/8/2023
Josh Wells,FA,OT,Hip,Questionable,10/8/2023
Barry Wesley,FA,OT,Undisclosed,Out,10/8/2023
Isaiah Weston,FA,WR,Undisclosed,Reserve-Ret,2/12/2024
Andrew Whitaker,SEA,CB,Knee,IR,2/12/2024
Cody White,FA,WR,Undisclosed,Questionable,10/8/2023
DeAndrew White,FA,WR,Undisclosed,Questionable,10/8/2023
Drew White,WAS,LB,Knee,PUP-R,10/15/2023
Javin White,FA,LB,Knee - ACL,Questionable,10/8/2023
Tre'Davious White,BUF,CB,Achilles,Out,2/12/2024
Kedrick Whitehead,FA,S,Undisclosed,Questionable,10/8/2023
Avery Williams,ATL,RB,Knee - ACL,IR,2/12/2024
Chad Williams,FA,WR,Undisclosed,Questionable,10/8/2023
Connor Williams,MIA,C,Groin,Questionable,10/8/2023
Damarion Williams,BAL,CB,Ankle,IR,10/8/2023
Duke Williams,FA,WR,Hamstring,Questionable,10/8/2023
Garrett Williams,ARI,CB,Knee - ACL,NFI-R,10/15/2023
Jamaal Williams,NO,RB,Hamstring,IR,10/19/2023
Jameson Williams,DET,WR,Coach's Decision,Questionable,10/8/2023
Jarren Williams,FA,CB,Lower Body,Questionable,10/8/2023
Javonte Williams,DEN,RB,Quadriceps,Questionable,10/8/2023
Jonathan Williams,FA,RB,Undisclosed,Questionable,10/8/2023
K'Waun Williams,DEN,CB,Ankle,IR,10/22/2023
Mike Williams,LAC,WR,Knee - ACL,IR,2/12/2024
Tyrell Williams,FA,WR,Concussion,Questionable,10/8/2023
Chris Williamson,FA,CB,Undisclosed,Questionable,10/8/2023
Marcus Willoughby,FA,DE,Undisclosed,Questionable,10/8/2023
Jeff Wilson,MIA,RB,Ribs,IR,10/15/2023
Tavon Wilson,FA,S,Foot,Questionable,10/8/2023
Anthony Witherstone,FA,CB,Toe,Questionable,10/8/2023
Jake Witt,IND,OT,Hip,IR,2/12/2024
Samuel Womack,SF,CB,Knee,IR,10/29/2023
Jelani Woods,IND,TE,Hamstring,IR,10/15/2023
Josh Woods,ARI,LB,Ankle,Questionable,10/8/2023
JT Woods,LAC,S,Illness,NFI-R,11/6/2023
Michael Woods,CLE,WR,Achilles,NFI-R,2/12/2024
Xavier Woods,CAR,S,Hamstring,Out,10/15/2023
Daryl Worley,BAL,S,Shoulder,Out,10/15/2023
Renell Wren,PIT,DT,Undisclosed,IR,2/12/2024
Alex Wright,CLE,DE,Chest,Questionable,10/15/2023
Milton Wright,FA,WR,Undisclosed,Questionable,10/8/2023
Nahshon Wright,DAL,CB,Ankle,IR,10/8/2023
Kenny Yeboah,NYJ,TE,Hamstring,IR,10/8/2023
Dareke Young,SEA,WR,Groin,IR,10/15/2023
Landon Young,NO,OT,Hip,Out,10/15/2023
Tavon Young,FA,CB,Undisclosed,Questionable,10/8/2023
Kilian Zierer,HOU,OT,Ankle,IR,2/12/2024
Justin Zimmer,FA,DT,Undisclosed,Questionable,10/8/2023
Isaiah Zuber,FA,WR,Undisclosed,Questionable,10/8/2023
Jabari Zuniga,NO,DE,Undisclosed,Reserve-Ret,2/12/2024
Shane Zylstra,DET,TE,Knee,IR,2/12/2024
