Player,Team,Pos,Injury,Status,Est. Return
Cole Kmet,CHI,TE,Quadriceps,Questionable,12/24/2023
Zonovan Knight,DET,RB,Shoulder,IR,2/12/2024
Malik Knowles,MIN,WR,Undisclosed,NFI-R,12/24/2023
Kader Kohou,MIA,CB,Hip,Questionable,12/24/2023
Jake Kumerow,FA,WR,Back,Questionable,12/24/2023
Jordan Kunaszyk,CLE,LB,Calf,Questionable,12/24/2023
William Kwenkeu,MIN,LB,Undisclosed,IR,2/12/2024
Bruno Labelle,FA,TE,Undisclosed,Questionable,12/24/2023
Chris Lacy,FA,WR,Undisclosed,Questionable,12/24/2023
Dayan Lake,FA,CB,Undisclosed,Questionable,12/24/2023
Forrest Lamp,FA,OG,Undisclosed,Questionable,12/24/2023
Ted Larsen,FA,OG,Knee,Questionable,12/24/2023
Tyler Larsen,WAS,C,Knee,Questionable,12/24/2023
Scott Lashley,FA,OT,Undisclosed,Questionable,12/24/2023
Marshon Lattimore,NO,CB,Ankle,IR,12/31/2023
Cameron Latu,SF,TE,Knee - Meniscus,IR,2/12/2024
Dexter Lawrence,NYG,DT,Hamstring,Questionable,12/25/2023
Trevor Lawrence,JAX,QB,Concussion,Questionable,12/24/2023
Raheem Layne,LAC,S,Knee - ACL,IR,2/12/2024
Dallin Leavitt,FA,S,Undisclosed,Questionable,12/24/2023
Cre'von LeBlanc,FA,CB,Undisclosed,Questionable,12/24/2023
Darron Lee,FA,LB,Undisclosed,Questionable,12/24/2023
Shane Lemieux,NYG,OG,Biceps,IR,12/25/2023
Charles Leno,WAS,OT,Calf,Questionable,12/24/2023
Matt Leo,PHI,DE,Undisclosed,Reserve-Ret,2/12/2024
Titus Leo,IND,DE,Undisclosed,IR,2/12/2024
Deane Leonard,LAC,CB,Ankle,Doubtful,12/23/2023
Will Levis,TEN,QB,Ankle,Questionable,12/24/2023
Jason Lewan,FA,DE,Back,Questionable,12/24/2023
Taylor Lewan,FA,OT,Knee - ACL,Questionable,12/24/2023
Donnie Lewis,FA,CB,Undisclosed,Questionable,12/24/2023
Tommylee Lewis,FA,WR,Hip,Questionable,12/24/2023
Chris Lindstrom,ATL,OG,Ankle,Questionable,12/24/2023
Corey Linsley,LAC,C,Illness,NFI-R,12/23/2023
Greg Little,FA,OT,Back,Questionable,12/24/2023
Walker Little,JAX,OT,Hamstring,Questionable,12/24/2023
Greg Long,FA,OT,Undisclosed,Questionable,12/24/2023
Hunter Long,LAR,TE,Knee - MCL,IR,2/12/2024
Bryce Love,FA,RB,Knee,Questionable,12/24/2023
John Lovett,FA,FB,Undisclosed,Questionable,12/24/2023
Dean Lowry,MIN,DE,Pectoral,IR,2/12/2024
Abraham Lucas,SEA,OT,Knee,Questionable,12/24/2023
Jake Luton,FA,QB,Undisclosed,Questionable,12/24/2023
James Lynch,MIN,DT,Knee - ACL,IR,2/12/2024
Alize Mack,FA,TE,Undisclosed,Questionable,12/24/2023
Ledarius Mack,FA,LB,Undisclosed,Questionable,12/24/2023
Marlon Mack,ARI,RB,Achilles,IR,2/12/2024
Avonte Maddox,PHI,CB,Pectoral,IR-R,12/25/2023
Cole Madison,FA,OG,Knee - ACL,Questionable,12/24/2023
Cassius Marsh,FA,LB,Knee,Questionable,12/24/2023
Kamal Martin,FA,LB,Undisclosed,Questionable,12/24/2023
Koda Martin,FA,OG,Undisclosed,Questionable,12/24/2023
Marcus Martin,FA,C,Undisclosed,Questionable,12/24/2023
Zack Martin,DAL,OG,Thigh,Questionable,12/24/2023
Shaq Mason,HOU,OG,Calf,Questionable,12/24/2023
Ochaun Mathis,LAR,LB,Coach's Decision,Inactive,12/31/2023
Jake Matthews,ATL,OT,Knee,Questionable,12/24/2023
Jesse Matthews,HOU,WR,Knee - ACL,IR,2/12/2024
Alexander Mattison,MIN,RB,Ankle,Questionable,12/24/2023
Kana'i Mauga,LV,LB,Knee,IR,2/12/2024
Arthur Maulet,BAL,CB,Knee,Questionable,12/25/2023
Devonnsha Maxwell,CIN,DT,Knee,IR,2/12/2024
Marcus Maye,NO,S,Shoulder,IR,1/7/2024
Michael Mayer,LV,TE,Toe,Questionable,12/25/2023
Mac McCain,FA,CB,Undisclosed,Questionable,12/24/2023
Warren McClendon,LAR,OT,Coach's Decision,Inactive,12/31/2023
Ray-Ray McCloud,SF,WR,Ribs,IR,1/7/2024
Justin McCray,CAR,OG,Calf,IR,2/12/2024
Conor McDermott,NE,OT,Head,Questionable,12/24/2023
Codey McElroy,FA,TE,Foot,Questionable,12/24/2023
Kaleb McGary,ATL,OT,Knee - MCL,Questionable,12/24/2023
Connor McGovern,NYJ,C,Kneecap,IR,12/24/2023
Isaiah McKenzie,IND,WR,Suspension,Reserve-Sus,1/13/2024
Sean McKeon,DAL,TE,Ankle,IR,1/7/2024
Anthony McKinney,FA,OT,Undisclosed,Questionable,12/24/2023
Xavier McKinney,NYG,S,Illness,Questionable,12/25/2023
Jerick McKinnon,KC,RB,Groin,Questionable,12/25/2023
J.D. McKissic,FA,RB,Neck,Questionable,12/24/2023
TK McLendon,TEN,DE,Shoulder,Questionable,12/24/2023
Rodney McLeod,CLE,S,Biceps,IR,2/12/2024
Sherrick McManis,FA,S,Hamstring,Questionable,12/24/2023
Kyler McMichael,ARI,CB,Undisclosed,IR,2/12/2024
Raekwon McMillan,NE,LB,Achilles,IR,2/12/2024
Alim McNeill,DET,DT,Knee,IR,1/7/2024
Zech McPhearson,PHI,CB,Achilles,IR,2/12/2024
Tony McRae,FA,CB,Knee,Questionable,12/24/2023
Montrel Meander,FA,LB,Achilles,Questionable,12/24/2023
Steven Means,FA,LB,Achilles,Questionable,12/24/2023
Obi Melifonwu,FA,S,Undisclosed,Questionable,12/24/2023
Nicolas Melsop,FA,OG,Undisclosed,Questionable,12/24/2023
Forrest Merrill,FA,DT,Undisclosed,Questionable,12/24/2023
John Metchie,HOU,WR,Illness,Questionable,12/24/2023
Sony Michel,LAR,RB,Personal,Reserve-Ret,2/12/2024
Matt Milano,BUF,LB,Leg,IR,2/12/2024
Kendre Miller,NO,RB,Ankle,Inactive,12/31/2023
Kolton Miller,LV,OT,Shoulder,Questionable,12/25/2023
Ventrell Miller,JAX,LB,Achilles,IR,2/12/2024
Dax Milne,WAS,WR,Groin,IR,12/24/2023
Elijah Mitchell,SF,RB,Knee,Questionable,12/25/2023
Keaton Mitchell,BAL,RB,Knee - ACL,IR,2/12/2024
Osirus Mitchell,FA,WR,Quadriceps,Questionable,12/24/2023
Taquan Mizzell,FA,WR,Undisclosed,Questionable,12/24/2023
Jovante Moffatt,FA,S,Undisclosed,Questionable,12/24/2023
Donte Moncrief,FA,WR,Undisclosed,Questionable,12/24/2023
Bryan Mone,SEA,DT,Knee - ACL,PUP-R,12/24/2023
C.J. Moore,FA,S,Suspension,Reserve-Sus,2/12/2024
Isaiah Moore,FA,LB,Undisclosed,Out,12/24/2023
J'Mon Moore,FA,WR,Undisclosed,Questionable,12/24/2023
Jalin Moore,FA,RB,Ankle,Reserve-Ret,12/24/2023
Jaylon Moore,JAX,WR,Undisclosed,IR,2/12/2024
Nick Moore,BAL,C,Achilles,NFI-R,2/12/2024
Skyy Moore,KC,WR,Knee,IR,1/20/2024
Mike Morris,SEA,DE,Shoulder,IR,2/12/2024
Nicholas Morrow,PHI,LB,Abdomen,Questionable,12/25/2023
Emmanuel Moseley,DET,CB,Knee - ACL,IR,2/12/2024
Jordan Mosley,FA,S,Undisclosed,Questionable,12/24/2023
Zack Moss,IND,RB,Forearm,Questionable,12/24/2023
Raheem Mostert,MIA,RB,Knee,Questionable,12/24/2023
T.D. Moultry,FA,LB,Undisclosed,Questionable,12/24/2023
Al-Quadin Muhammad,FA,DE,Suspension,Reserve-Sus,1/21/2024
Trayvon Mullen,BAL,CB,Toe,NFI-R,12/25/2023
Byron Murphy,MIN,CB,Hamstring,Questionable,12/24/2023
Kyle Murphy,FA,OG,Ankle,Questionable,12/24/2023
Sean Murphy-Bunting,TEN,CB,Hip,Questionable,12/24/2023
Chris Murray,FA,C,Undisclosed,Questionable,12/24/2023
Eric Murray,HOU,S,Knee,IR,12/24/2023
Tanner Muse,LAC,LB,Knee,IR-R,12/23/2023
Luke Musgrave,GB,TE,Abdomen,IR-R,12/31/2023
Jalen Nailor,MIN,WR,Concussion,Questionable,12/24/2023
Ryan Nall,FA,FB,Shoulder,Questionable,12/24/2023
Hamsah Nasirildeen,FA,LB,Neck,Questionable,12/24/2023
Isaac Nauta,FA,TE,Undisclosed,Questionable,12/24/2023
Haggai Ndubuisi,FA,OT,Finger,Out,12/24/2023
Evan Neal,NYG,OT,Ankle,Questionable,12/25/2023
Keanu Neal,PIT,S,Ribs,IR,12/23/2023
Sharrod Neasman,FA,S,Undisclosed,Questionable,12/24/2023
Matt Nelson,DET,OT,Ankle,IR,12/24/2023
Nick Nelson,FA,CB,Undisclosed,Questionable,12/24/2023
Yannick Ngakoue,CHI,DE,Ankle,IR,2/12/2024
Hardy Nickerson,FA,LB,Concussion,Questionable,12/24/2023
Tre Nixon,NE,WR,Shoulder,IR,2/12/2024
Elijah Nkansah,FA,OT,Undisclosed,Questionable,12/24/2023
Desmond Noel,FA,OG,Undisclosed,Questionable,12/24/2023
Quinn Nordin,FA,K,Undisclosed,Questionable,12/24/2023
Jared Norris,FA,LB,Shoulder,Questionable,12/24/2023
Ty Nsekhe,FA,OT,Biceps,Out,12/24/2023
Rakeem Nunez-Roches,NYG,DT,Knee,Questionable,12/25/2023
Uchenna Nwosu,SEA,LB,Pectoral,IR,2/12/2024
Nick O'Leary,FA,TE,Chest,Questionable,12/24/2023
Leon O'Neal,FA,S,Undisclosed,Questionable,12/24/2023
Brian O'Neill,MIN,OT,Ankle,Questionable,12/24/2023
Efe Obada,WAS,DE,Lower Leg,IR,2/12/2024
Ifeadi Odenigbo,NYJ,DE,Undisclosed,IR,2/12/2024
Chris Odom,FA,DE,Knee - ACL,Questionable,12/24/2023
George Odum,SF,S,Biceps,IR,1/28/2024
Emmanuel Ogbah,MIA,LB,Hamstring,Questionable,12/24/2023
Adetokunbo Ogundeji,ATL,LB,Foot,IR,2/12/2024
David Ojabo,BAL,LB,Knee - ACL,IR,2/12/2024
Ogbonnia Okoronkwo,CLE,DE,Pectoral,Questionable,12/24/2023
Sewo Olonilua,FA,FB,Neck,Questionable,12/24/2023
Segun Olubi,IND,LB,Hip,Questionable,12/24/2023
Joshua Onujiogu,SEA,LB,Elbow,IR,2/12/2024
David Onyemata,ATL,DT,Ankle,Questionable,12/24/2023
Joe Ostman,FA,DE,Undisclosed,Questionable,12/24/2023
DeMarvion Overshown,DAL,LB,Knee - ACL,IR,2/12/2024
Tanner Owen,FA,OT,Illness,Questionable,12/24/2023
Jonathan Owens,GB,S,Knee,Questionable,12/24/2023
Alex Palczewski,DEN,OT,Hand,IR-R,12/24/2023
Andrew Parchment,FA,WR,Undisclosed,Questionable,12/24/2023
Dylan Parham,LV,OG,Illness,Questionable,12/25/2023
Tim Patrick,DEN,WR,Achilles,IR,2/12/2024
Jarrett Patterson,HOU,C,Lower Leg,IR,2/12/2024
Matt Peart,NYG,OT,Shoulder,IR-R,12/25/2023
Kyle Peko,TEN,DT,Calf,IR,1/13/2024
Jabrill Peppers,NE,S,Hamstring,Questionable,12/24/2023
Denzel Perryman,HOU,LB,Achilles,Questionable,12/24/2023
Jordan Perryman,FA,CB,Undisclosed,Questionable,12/24/2023
Tautala Pesefea,FA,DT,Undisclosed,Questionable,12/24/2023
Nicholas Petit-Frere,TEN,OT,Shoulder,IR,2/12/2024
Dante Pettis,FA,WR,Undisclosed,Questionable,12/24/2023
Kyle Philips,TEN,WR,Hamstring,Questionable,12/24/2023
Harrison Phillips,MIN,DT,Back,Questionable,12/24/2023
Jacob Phillips,CLE,LB,Pectoral,IR,2/12/2024
Jaelan Phillips,MIA,LB,Achilles,IR,2/12/2024
Jordan Phillips,BUF,DT,Wrist,IR,1/20/2024
Kenny Pickett,PIT,QB,Ankle,Out,12/31/2023
Kevin Pierre-Louis,FA,LB,Groin,Questionable,12/24/2023
Jared Pinkney,FA,TE,Undisclosed,Questionable,12/24/2023
Danny Pinter,IND,C,Ankle,IR,2/12/2024
Michael Pittman,IND,WR,Concussion,Questionable,12/24/2023
Ethan Pocic,CLE,C,Neck,Questionable,12/24/2023
Quentin Poling,FA,LB,Undisclosed,Questionable,12/24/2023
Elijah Ponder,FA,LB,Undisclosed,Questionable,12/24/2023
Troymaine Pope,FA,RB,Undisclosed,Questionable,12/24/2023
Monte Pottebaum,FA,FB,Undisclosed,Reserve-Ret,2/12/2024
Billy Price,FA,C,Undisclosed,Out,12/24/2023
Bobby Price,ARI,CB,Quadriceps,IR-R,12/24/2023
Gerrit Prince,FA,TE,Undisclosed,Out,1/13/2024
Austin Proehl,FA,WR,Undisclosed,Questionable,12/24/2023
Joshua Pryor,WAS,DE,Illness,Questionable,12/24/2023
Scott Quessenberry,HOU,C,Knee - ACL + MCL,IR,2/12/2024
Teagan Quitoriano,HOU,TE,Groin,IR,2/12/2024
Brent Qvale,FA,OT,Undisclosed,Questionable,12/24/2023
Trey Ragas,FA,RB,Undisclosed,Questionable,12/24/2023
Reggie Ragland,FA,LB,Shoulder,Questionable,12/24/2023
Charleston Rambo,FA,WR,Undisclosed,Questionable,12/24/2023
Ryan Ramczyk,NO,OT,Knee,Inactive,12/31/2023
Shane Ray,FA,DE,Hamstring,Questionable,12/24/2023
DJ Reader,CIN,DT,Quadriceps,IR,2/12/2024
Jeremy Reaves,WAS,S,Knee - ACL,IR,2/1/2024
Alex Redmond,FA,OG,Undisclosed,Questionable,12/24/2023
Jalen Redmond,FA,DT,Undisclosed,Questionable,12/24/2023
Jayden Reed,GB,WR,Toe,Questionable,12/24/2023
Jerrick Reed,SEA,S,Knee - ACL,IR,2/12/2024
Joe Reed,CHI,WR,Undisclosed,IR,2/12/2024
Riley Reiff,NE,OG,Knee,IR,2/12/2024
Nikko Remigio,KC,WR,Wrist,IR,2/12/2024
Sam Renner,FA,DT,Undisclosed,Questionable,12/24/2023
Sammis Reyes,JAX,TE,Concussion,Reserve-Ret,2/12/2024
Ross Reynolds,FA,OG,Undisclosed,Questionable,12/24/2023
Giovanni Ricci,CAR,TE,Shoulder,IR,12/24/2023
Monty Rice,NO,LB,Coach's Decision,Inactive,12/31/2023
Anthony Richardson,IND,QB,Shoulder - AC Joint,IR,2/12/2024
Hassan Ridgeway,HOU,DT,Achilles,IR,2/12/2024
John Ridgeway,WAS,DT,Foot,Questionable,12/24/2023
Curtis Riley,FA,S,Achilles,Questionable,12/24/2023
Elijah Riley,PIT,S,Ankle,IR-R,12/23/2023
Chauncey Rivers,FA,LB,Knee - ACL,Questionable,12/24/2023
Derek Rivers,FA,DE,Biceps,Out,1/13/2024
Malcolm Roach,NO,DT,Knee,IR,1/7/2024
Tre Roberson,FA,CB,Concussion,Questionable,12/24/2023
A'Shawn Robinson,NYG,DT,Back,Questionable,12/25/2023
Aaron Robinson,NYG,CB,Knee - ACL + MCL,PUP-R,12/31/2023
Brian Robinson,WAS,RB,Hamstring,Questionable,12/24/2023
Cam Robinson,JAX,OT,Knee,IR,12/31/2023
Rashard Robinson,FA,CB,Undisclosed,Questionable,12/24/2023
Reggie Robinson,FA,CB,Undisclosed,Questionable,12/24/2023
Aaron Rodgers,NYJ,QB,Achilles,Out,2/12/2024
Bryce Rodgers,FA,DT,Undisclosed,Questionable,12/24/2023
Isaiah Rodgers,PHI,CB,Suspension,Reserve-Sus,2/12/2024
Richard Rodgers,FA,TE,Knee,Questionable,12/24/2023
Armani Rogers,WAS,TE,Achilles,IR,2/12/2024
Aldrick Rosas,FA,K,Undisclosed,Questionable,12/24/2023
Daniel Ross,FA,DT,Undisclosed,Questionable,12/24/2023
Bunmi Rotimi,FA,DE,Foot,Questionable,12/24/2023
Chris Rumph,LAC,LB,Foot,IR,2/12/2024
Chapelle Russell,PIT,LB,Undisclosed,IR,2/12/2024
Nick Saldiveri,NO,OG,Shoulder,IR,1/7/2024
Christian Sam,FA,LB,Undisclosed,Questionable,12/24/2023
Darnell Savage,GB,S,Shoulder,Questionable,12/24/2023
Jacob Saylors,FA,RB,Undisclosed,Out,12/24/2023
DJ Scaife,HOU,OT,Leg,IR,2/12/2024
Sam Schlueter,FA,OT,Illness,Questionable,12/24/2023
Wes Schweitzer,NYJ,OG,Calf,IR,2/12/2024
Daniel Scott,IND,S,Knee - ACL,IR,2/12/2024
Ricky Seals-Jones,FA,TE,Foot,Questionable,12/24/2023
Noah Sewell,CHI,LB,Knee,Questionable,12/24/2023
Kevon Seymour,FA,CB,Shoulder,Out,12/31/2023
Liam Shanahan,FA,C,Undisclosed,Questionable,12/24/2023
David Sharpe,CAR,OT,Illness,Questionable,12/24/2023
Tajae Sharpe,FA,WR,Undisclosed,Questionable,12/24/2023
Brandon Shell,BUF,OT,Undisclosed,Reserve-Ret,2/12/2024
Duke Shelley,LAR,CB,Hamstring,IR,12/31/2023
Tyler Shelvin,FA,DT,Undisclosed,Questionable,12/24/2023
Laviska Shenault,CAR,WR,Ankle,IR,12/31/2023
Darrius Shepherd,FA,WR,Undisclosed,Questionable,12/24/2023
A.Q. Shipley,FA,C,Neck,Questionable,12/24/2023
Justin Shorter,BUF,WR,Hamstring,IR-R,12/31/2023
Jeffery Simmons,TEN,DT,Knee,Questionable,12/24/2023
Tuzar Skipper,FA,LB,Undisclosed,Questionable,12/24/2023
Matthew Slater,NE,WR,Hamstring,Questionable,12/24/2023
Tedarrell Slaton,GB,DT,Knee,Questionable,12/24/2023
Darius Slay,PHI,CB,Knee,Questionable,12/25/2023
Tanzel Smart,FA,DT,Undisclosed,Out,1/7/2024
Ryan Smenda,FA,LB,Undisclosed,Questionable,12/24/2023
Braden Smith,IND,OT,Knee,Questionable,12/24/2023
Cam Smith,MIA,CB,Hamstring,Questionable,12/24/2023
DeVonta Smith,PHI,WR,Knee,Questionable,12/25/2023
Donovan Smith,KC,OT,Neck,Questionable,12/25/2023
Maurice Smith,FA,S,Undisclosed,Questionable,12/24/2023
Tyron Smith,DAL,OT,Back,Questionable,12/24/2023
JuJu Smith-Schuster,NE,WR,Ankle,Questionable,12/24/2023
James Smith-Williams,WAS,DE,Hamstring,Questionable,12/24/2023
Durham Smythe,MIA,TE,Ankle,Questionable,12/24/2023
Dylan Soehner,FA,TE,Undisclosed,Questionable,12/24/2023
Diontae Spencer,FA,WR,Undisclosed,Questionable,12/24/2023
Robert Spillane,LV,LB,Illness,Questionable,12/25/2023
Jeremy Sprinkle,FA,TE,Achilles,Questionable,12/24/2023
DeAndre Square,FA,LB,Undisclosed,Questionable,12/24/2023
Equanimeous St. Brown,CHI,WR,Pectoral,Questionable,12/24/2023
Jayson Stanley,FA,CB,Knee,Questionable,12/24/2023
Ronnie Stanley,BAL,OT,Concussion,Questionable,12/25/2023
John Stephens,DAL,TE,Knee - ACL,IR,2/12/2024
Caden Sterns,DEN,S,Knee,IR,2/12/2024
Rhamondre Stevenson,NE,RB,Ankle,Questionable,12/24/2023
Tyarise Stevenson,FA,DT,Shoulder - AC Joint,Questionable,12/24/2023
M.J. Stewart,HOU,S,Shoulder,IR,12/24/2023
Darius Stills,FA,DT,Undisclosed,Questionable,12/24/2023
Ryan Stonehouse,TEN,P,Knee,IR,2/12/2024
Eli Stove,FA,WR,Knee - ACL,Questionable,12/24/2023
Brenton Strange,JAX,TE,Foot,Questionable,12/24/2023
Cole Strange,NE,OG,Knee,IR,2/12/2024
Kentavius Street,ATL,DT,Pectoral,IR,1/13/2024
Ricky Stromberg,WAS,OG,Knee,IR,2/12/2024
Kevin Strong,ARI,DE,Knee,Questionable,12/24/2023
C.J. Stroud,HOU,QB,Concussion,Questionable,12/24/2023
Nate Sudfeld,DET,QB,Knee - ACL,IR,2/12/2024
Nick Sundberg,FA,C,Elbow,Questionable,12/24/2023
Geoff Swaim,ARI,TE,Calf,IR,2/12/2024
Jordan Swann,FA,CB,Undisclosed,Questionable,12/24/2023
Tommy Sweeney,FA,TE,Illness,Questionable,12/24/2023
Donte Sylencieux,FA,WR,Undisclosed,Questionable,12/24/2023
Jahlani Tavai,NE,LB,Ankle,Questionable,12/24/2023
Jonah Tavai,FA,DT,Undisclosed,Questionable,12/24/2023
Calvin Taylor,FA,DE,Undisclosed,Questionable,12/24/2023
Demetrius Taylor,FA,DT,Suspension,Reserve-Sus,2/12/2024
Leonard Taylor,FA,TE,Undisclosed,Questionable,12/24/2023
Vincent Taylor,FA,DT,Achilles,Questionable,12/24/2023
Cam Taylor-Britt,CIN,CB,Ankle,IR,12/31/2023
Isaac Taylor-Stuart,FA,CB,Undisclosed,Out,12/24/2023
Roderic Teamer,FA,S,Hamstring,Questionable,12/24/2023
Marvell Tell,FA,CB,Undisclosed,Questionable,12/24/2023
Wyatt Teller,CLE,OG,Ankle,Questionable,12/24/2023
Luke Tenuta,GB,OT,Ankle,IR-R,12/24/2023
Sam Tevi,FA,OT,Knee - ACL,Questionable,12/24/2023
Drake Thomas,SEA,LB,Knee,IR,12/24/2023
Ian Thomas,CAR,TE,Ankle,Questionable,12/24/2023
Isaiah Thomas,FA,DE,Knee,Doubtful,12/24/2023
Michael Thomas,NO,WR,Knee,IR,12/31/2023
Mike Thomas,FA,WR,Shoulder - Labrum,Questionable,12/24/2023
Tavierre Thomas,HOU,CB,Hamstring,IR,1/13/2024
DeAndre Thompkins,FA,WR,Undisclosed,Questionable,12/24/2023
Chris Thompson,FA,WR,Undisclosed,Questionable,12/24/2023
Shaq Thompson,CAR,LB,Lower Leg,IR,2/12/2024
Trenton Thompson,PIT,S,Neck,Out,12/31/2023
Juan Thornhill,CLE,S,Calf,Questionable,12/24/2023
Levine Toilolo,FA,TE,Achilles,Questionable,12/24/2023
Tre Tomlinson,LAR,CB,Hamstring,Inactive,12/31/2023
Kadarius Toney,KC,WR,Hip,Questionable,12/25/2023
Shaka Toney,WAS,DE,Suspension,Reserve-Sus,2/12/2024
Andrew Trainer,LAC,OT,Undisclosed,IR,2/12/2024
Tommy Tremble,CAR,TE,Illness,Questionable,12/24/2023
Cory Trice,PIT,CB,Knee - ACL,IR,2/12/2024
Jacob Tuioti-Mariner,FA,LB,Knee,Questionable,12/24/2023
Laremy Tunsil,HOU,OT,Knee,Questionable,12/24/2023
DJ Turner,LV,WR,Shoulder,Questionable,12/25/2023
Payton Turner,NO,DE,Toe,IR-R,12/31/2023
Trai Turner,NO,OG,Quadriceps,IR,2/12/2024
Michael Tutsie,FA,S,Undisclosed,Questionable,12/24/2023
Olisaemeka Udoh,MIN,OT,Quadriceps,IR,2/12/2024
John Ursua,FA,WR,Knee - ACL,Questionable,12/24/2023
Eyioma Uwazurike,DEN,DT,Suspension,Reserve-Sus,2/12/2024
AJ Uzodinma,LAC,CB,Undisclosed,IR,2/12/2024
C.J. Uzomah,NYJ,TE,Knee - MCL,IR,1/7/2024
Halapoulivaati Vaitai,DET,OG,Back,IR,12/24/2023
Andrew Van Ginkel,MIA,LB,Oblique,Questionable,12/24/2023
Zeke Vandenburgh,MIA,LB,Undisclosed,IR,2/12/2024
Leighton Vander Esch,DAL,LB,Neck,IR,2/12/2024
Nick Vannett,LAC,TE,Back,Questionable,12/23/2023
Alijah Vera-Tucker,NYJ,OG,Achilles,IR,2/12/2024
Olivier Vernon,FA,DE,Achilles,Questionable,12/24/2023
Luiji Vilain,CAR,LB,Knee,IR,12/24/2023
Jalen Virgil,DEN,WR,Knee - Meniscus,IR,2/12/2024
Andrew Vorhees,BAL,OG,Knee - ACL,NFI-R,12/25/2023
Dalton Wagner,LV,OT,Undisclosed,IR,2/12/2024
Matt Waletzko,DAL,OT,Shoulder,IR-R,12/24/2023
Anthony Walker,CLE,LB,Knee,Questionable,12/24/2023
Kenneth Walker,SEA,RB,Shoulder,Questionable,12/24/2023
Michael Walker,FA,WR,Undisclosed,Questionable,12/24/2023
Quay Walker,GB,LB,Shoulder,Questionable,12/24/2023
K'Von Wallace,TEN,S,Quadriceps,Questionable,12/24/2023
Austin Walter,LV,RB,Undisclosed,IR,2/12/2024
Prince Tega Wanogho,KC,OT,Quadriceps,IR,12/31/2023
Alex Ward,LAR,C,Neck,IR,1/13/2024
Jimmie Ward,HOU,S,Concussion,Questionable,12/24/2023
Ar'Darius Washington,BAL,CB,Chest,IR,12/25/2023
Keith Washington,FA,CB,Wrist,Questionable,12/24/2023
Carlos Watkins,ARI,DT,Biceps,IR,12/24/2023
Christian Watson,GB,WR,Hamstring,Questionable,12/24/2023
Deshaun Watson,CLE,QB,Shoulder,IR,2/12/2024
Armani Watts,FA,S,Ankle,Questionable,12/24/2023
Jared Wayne,FA,WR,Undisclosed,Out,1/7/2024
Sterling Weatherford,FA,LB,Undisclosed,Questionable,12/24/2023
Stephen Weatherly,FA,DE,Knee,Questionable,12/24/2023
Marcus Webb,FA,DE,Undisclosed,Questionable,12/24/2023
Ken Webster,FA,CB,Undisclosed,Questionable,12/24/2023
Trevon Wesco,TEN,TE,Shin,Questionable,12/24/2023
Barry Wesley,FA,OT,Undisclosed,Out,12/24/2023
Nick Westbrook-Ikhine,TEN,WR,Hand,IR,2/12/2024
Isaiah Weston,FA,WR,Undisclosed,Reserve-Ret,2/12/2024
Tyrone Wheatley,NE,OT,Knee,IR-R,12/24/2023
Andrew Whitaker,SEA,CB,Knee,IR,2/12/2024
DeAndrew White,FA,WR,Undisclosed,Questionable,12/24/2023
Drew White,FA,LB,Knee,Questionable,12/24/2023
Javin White,FA,LB,Knee - ACL,Questionable,12/24/2023
Kyzir White,ARI,LB,Elbow,IR,2/12/2024
Tre'Davious White,BUF,CB,Achilles,IR,2/12/2024
Jordan Whitehead,NYJ,S,Knee,Questionable,12/24/2023
Kedrick Whitehead,FA,S,Undisclosed,Questionable,12/24/2023
Dontayvion Wicks,GB,WR,Ankle,Questionable,12/24/2023
Avery Williams,ATL,RB,Knee - ACL,IR,2/12/2024
Chad Williams,FA,WR,Undisclosed,Questionable,12/24/2023
Connor Williams,MIA,C,Knee - ACL,IR,2/12/2024
Damien Williams,FA,RB,Foot,Questionable,12/24/2023
Duke Williams,FA,WR,Hamstring,Questionable,12/24/2023
Garrett Williams,ARI,CB,Knee,Questionable,12/24/2023
Jarren Williams,FA,CB,Lower Body,Questionable,12/24/2023
Jonathan Williams,FA,RB,Concussion,Questionable,12/24/2023
Joshua Williams,KC,CB,Illness,Questionable,12/25/2023
K'Waun Williams,DEN,CB,Ankle,IR,2/12/2024
Leonard Williams,SEA,DE,Ankle,Questionable,12/24/2023
Marcus Williams,BAL,S,Groin,Questionable,12/25/2023
Mike Williams,LAC,WR,Knee - ACL,IR,2/12/2024
Nick Williams,LAC,DT,Shoulder,Questionable,12/23/2023
Tyrell Williams,FA,WR,Concussion,Questionable,12/24/2023
Chris Williamson,FA,CB,Undisclosed,Questionable,12/24/2023
Marcus Willoughby,FA,DE,Undisclosed,Questionable,12/24/2023
Jedrick Wills,CLE,OT,Knee - MCL,IR,2/12/2024
Emanuel Wilson,GB,RB,Shoulder,IR-R,12/24/2023
Tavon Wilson,FA,S,Foot,Questionable,12/24/2023
Zach Wilson,NYJ,QB,Concussion,Questionable,12/24/2023
Perrion Winfrey,FA,DT,Ankle,Out,1/7/2024
Devon Witherspoon,SEA,CB,Hip,Questionable,12/24/2023
Anthony Witherstone,FA,CB,Toe,Questionable,12/24/2023
Jake Witt,IND,OT,Hip,IR,2/12/2024
Al Woods,NYJ,DT,Achilles,IR,2/12/2024
Jelani Woods,IND,TE,Hamstring,IR,2/12/2024
Josh Woods,ARI,LB,Abdomen,IR,2/12/2024
Michael Woods,CLE,WR,Achilles,NFI-R,2/12/2024
Xavier Woods,CAR,S,Illness,Questionable,12/24/2023
