week,Player,Salary,Roster Position,%Drafted,FPTS
8,Gage Larvadain,3000,WR,0.00%,0.3
8,Skyy Moore,3000,WR,0.00%,0.0
8,Malachi Corley,3000,WR,0.00%,3.1
8,Anthony Gould,3000,WR,0.00%,0.0
8,Jelani Woods,2500,TE,0.00%,0.0
8,Jalen Cropper,3000,WR,0.00%,0.0
8,Hayden Rucci,2500,TE,0.00%,0.0
8,Laquon Treadwell,3000,WR,0.00%,0.0
8,Mason Kinsey,3000,WR,0.00%,0.0
8,Deven Thompkins,3000,WR,0.00%,0.0
8,Jonathan Mingo,3000,WR,0.00%,0.0
8,Carlos Washington Jr.,4000,FLEX,0.00%,0.0
8,Jaylen Wright,4000,RB,0.00%,3.8
8,Jamal Agnew,3000,WR,0.00%,0.0
8,Joshua Palmer,3600,WR,0.00%,0.0
8,Charlie Kolar,2500,FLEX,0.00%,8.0
8,Tylan Wallace,3000,WR,0.00%,1.6
8,Brittain Brown,4000,RB,0.00%,0.0
8,James Proche II,3000,WR,0.00%,0.0
8,Russell Wilson,4000,QB,0.00%,0.0
8,Tahj Brooks,4000,RB,0.00%,0.0
8,Gunner Olszewski,3000,WR,0.00%,0.0
8,Zach Wilson,4000,QB,0.00%,0.0
8,Andrew Beck,4000,RB,0.00%,1.9
8,Jared Wayne,3000,WR,0.00%,4.0
8,Devin Singletary,4000,RB,0.00%,3.8
8,Dare Ogunbowale,4000,FLEX,0.00%,2.7
8,Feleipe Franks,2500,TE,0.00%,0.0
8,Nico Collins,7200,WR,0.00%,0.0
8,Beaux Collins,3000,WR,0.00%,2.8
8,Christian Kirk,4000,WR,0.00%,0.0
8,Travis Homer,4000,RB,0.00%,0.0
8,Drew Ogletree,2500,FLEX,0.00%,0.0
8,Adrian Martinez,4000,QB,0.00%,0.0
8,British Brooks,4000,RB,0.00%,0.0
8,Deuce Vaughn,4000,RB,0.00%,0.0
8,Trevor Etienne,4000,RB,0.00%,1.6
8,Brycen Tremayne,3000,WR,0.00%,0.0
8,Keaton Mitchell,4000,RB,0.00%,4.3
8,Jashaun Corbin,4000,FLEX,0.00%,0.0
8,Cole Kmet,3100,TE,0.00%,0.0
8,Devin Duvernay,3000,WR,0.00%,1.2
8,Xavier Restrepo,3000,WR,0.00%,0.0
8,Kendre Miller,4700,FLEX,0.00%,0.0
8,Ricky Pearsall,5400,WR,0.00%,0.0
8,Payne Durham,2500,FLEX,0.00%,0.0
8,Calvin Ridley,4900,WR,0.00%,0.0
8,Bryce Pierre,2500,FLEX,0.00%,0.0
8,Connor Bazelak,4000,QB,0.00%,0.0
8,Jahdae Walker,3000,WR,0.00%,0.0
8,Durham Smythe,2500,FLEX,0.00%,0.0
8,Samori Toure,3000,FLEX,0.00%,0.0
8,Tyler Goodson,4000,RB,0.00%,0.2
8,Anthony Richardson Sr.,4000,QB,0.00%,0.0
8,Chris Godwin Jr.,5500,WR,0.00%,0.0
8,Ihmir Smith-Marsette,3000,WR,0.00%,0.0
8,Blake Whiteheart,2500,TE,0.00%,0.0
8,Trevor Siemian,4000,QB,0.00%,0.0
8,Juice Wells Jr.,3000,WR,0.00%,0.0
8,Jack Stoll,2500,TE,0.00%,0.0
8,John Jiles,3000,WR,0.00%,0.0
8,Brenden Bates,2500,TE,0.00%,0.0
8,Stephen Carlson,2500,TE,0.00%,0.0
8,Chris Manhertz,2500,TE,0.00%,0.0
8,Charlie Jones,3000,WR,0.00%,0.0
8,Brevyn Spann-Ford,2500,FLEX,0.00%,1.9
8,Kylen Granson,2500,TE,0.00%,0.0
8,Teagan Quitoriano,2500,TE,0.00%,0.0
8,E.J. Jenkins,2500,TE,0.00%,0.0
8,James Mitchell,2500,TE,0.00%,0.0
8,Josh Kelly,3000,WR,0.00%,0.0
8,Khalil Herbert,4000,FLEX,0.00%,0.0
8,LaJohntay Wester,3000,WR,0.00%,0.0
8,DeeJay Dallas,4000,RB,0.00%,0.0
8,Josh Williams,4000,FLEX,0.00%,1.1
8,Joshua Dobbs,4000,QB,0.00%,0.0
8,Jeremiah Webb,3000,WR,0.00%,0.0
8,Brandon Aiyuk,4900,FLEX,0.00%,0.0
8,Efton Chism III,3000,WR,0.00%,0.0
8,Britain Covey,3000,WR,0.00%,0.0
8,Theo Wease Jr.,3000,WR,0.00%,0.0
8,Maurice Alexander,3000,WR,0.00%,0.0
8,Cedrick Wilson Jr.,3000,WR,0.00%,1.2
8,Anthony Tyus III,4000,RB,0.00%,0.0
8,Brock Purdy,5800,QB,0.00%,0.0
8,Jaleel McLaughlin,4000,FLEX,0.00%,0.0
8,Thomas Odukoya,2500,TE,0.00%,0.0
8,Brady Cook,4000,QB,0.00%,0.0
8,Alec Ingold,4000,RB,0.00%,1.0
8,Devin Culp,2500,FLEX,0.00%,0.0
8,Jake Haener,4000,QB,0.00%,0.0
8,Teddy Bridgewater,4000,QB,0.00%,0.0
8,Sal Cannella,2500,TE,0.00%,0.0
8,Cameron Latu,2500,TE,0.00%,0.0
8,Stone Smartt,2500,TE,0.00%,0.0
8,Riley Leonard,4000,QB,0.00%,0.1
8,Zaire Mitchell-Paden,2500,TE,0.00%,0.0
8,Cam Grandy,2500,TE,0.00%,0.0
8,Thomas Fidone II,2500,TE,0.00%,0.0
8,Mike Gesicki,2500,TE,0.00%,0.0
8,Brandon Allen,4000,QB,0.00%,0.0
8,Jarrett Stidham,4000,QB,0.00%,-0.1
8,Cade Stover,2500,TE,0.00%,0.0
8,Brevin Jordan,2500,TE,0.00%,0.0
8,Tyler Shough,4000,QB,0.00%,5.32
8,William Wagner,2500,TE,0.00%,0.0
8,Jakob Johnson,2500,TE,0.00%,0.0
8,Luke Lachey,2500,TE,0.00%,0.0
8,Brett Rypien,4000,QB,0.00%,0.0
8,Joe Milton III,4000,QB,0.00%,6.32
8,Terrace Marshall,3000,WR,0.00%,0.0
8,Tahj Washington,3000,WR,0.00%,0.0
8,Tyler Lockett,3200,WR,0.00%,0.0
8,Mason Tipton,3000,WR,0.00%,0.0
8,Shedeur Sanders,4200,QB,0.00%,0.0
8,Jawhar Jordan,4000,FLEX,0.00%,0.0
8,Roschon Johnson,4000,FLEX,0.00%,0.0
8,Cade McDonald,3000,WR,0.00%,0.0
8,Frank Gore Jr.,4000,FLEX,0.00%,0.0
8,Kyle McCord,4000,QB,0.00%,0.0
8,Dante Miller,4000,RB,0.00%,0.0
8,Jeff Wilson Jr.,4000,RB,0.00%,0.0
8,A.T. Perry,3000,WR,0.00%,0.0
8,Stephen Gosnell,3000,WR,0.00%,0.0
8,Reggie Gilliam,4000,RB,0.00%,0.0
